ITEM_TYPE,ITEMS,Brand Name,Dealer Name,Sales Units,Net Sales $,Net Cost $,SOP $,SOP Units,Net Receipt $,Net Receipt Units,RC $,RC Units,Average Inventory value,Average Inventory Units,Tax Percent %,Gross Receipt $,Gross Receipt Units,Avg item price,Fashion-Style Number,Inventory Weeks,Fashion-Style Count 
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$560 ,4,($140),-1,$0 ,0,$463 ,3,0.00%,$0 ,0,31,3,13,85
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$156 ,2,$0 ,0,$0 ,0,$156 ,2,0.00%,$0 ,0,125,2,13,21
201M,MENS_FASHION,JAZZ,STOP STORE,0,$0 ,$0 ,$69 ,1,$0 ,0,$0 ,0,$69 ,1,0.00%,$0 ,0,131,1,10,44
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,"$18,793 ",35,"($2,474)",-5,$0 ,0,"$17,628 ",33,0.00%,$0 ,0,150,16,13,81
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,$68 ,4,($22),-1,$0 ,0,$48 ,3,0.00%,$0 ,0,55,3,13,42
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,$288 ,2,$0 ,0,$0 ,0,$288 ,2,0.00%,$0 ,0,171,1,13,32
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,$41 ,2,($17),-1,$0 ,0,$30 ,1,0.00%,$0 ,0,33,2,9,43
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,"$21,874 ",28,"($2,383)",-3,$0 ,0,"$19,316 ",25,0.00%,$0 ,0,115,26,13,238
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,"$3,166 ",201,($882),-56,$0 ,0,"$1,894 ",120,0.00%,$0 ,0,93,1,13,16
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,"$4,075 ",161,($891),-35,$0 ,0,"$2,702 ",107,0.00%,$0 ,0,56,7,13,15
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,"$2,354 ",107,($44),-2,$0 ,0,"$1,922 ",87,0.00%,$0 ,0,152,7,13,685
201M,MENS_FASHION,BEER BAND,STOP STORE,0,$0 ,$0 ,"$3,224 ",92,($284),-8,$0 ,0,"$2,531 ",72,0.00%,$0 ,0,43,51,13,86
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,109,"$2,945 ","$1,612 ","$3,287 ",228,$74 ,5,$0 ,0,"$1,291 ",90,47.80%,$0 ,0,$14.80 ,30,30,30
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,592,"$579,068 ","$371,885 ","$538,242 ","1,594","$695,875 ",906,$0 ,0,"$398,465 ",858,22.50%,"$722,440 ","1,034",$628.20 ,"1,387",30,"1,387"
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,"1,367","$25,326 ","$6,285 ","$13,414 ","2,786",$58 ,11,$0 ,0,"$4,393 ",911,49.10%,$0 ,0,$4.60 ,156,30,156
203A,ACCESSORIES,WOMEN SOCIETY,STOP STORE,133,"$6,063 ","$3,325 ","$17,656 ",706,$650 ,26,$0 ,0,"$6,057 ",242,18.20%,$650 ,26,$25.00 ,80,30,80
203A,ACCESSORIES,GREENWICH,STOP STORE,"1,063","$70,068 ","$33,795 ","$59,922 ","1,833","$4,088 ",125,$0 ,0,"$25,701 ",802,57.20%,$750 ,25,$31.80 ,77,30,77
203A,ACCESSORIES,GREENWICH,STOP STORE,65,"$4,433 ","$2,335 ",$150 ,3,"$4,910 ",139,$0 ,0,"$1,415 ",40,45.80%,"$4,910 ",139,$35.90 ,19,26,19
203A,ACCESSORIES,NIKON,STOP STORE,42,"$26,403 ","$15,737 ","$43,852 ",106,"$7,866 ",23,$0 ,0,"$20,193 ",49,34.40%,"$5,855 ",16,$374.70 ,44,23,44
203A,ACCESSORIES,NIKON,STOP STORE,"1,330","$53,734 ","$22,506 ","$17,088 ","1,068","$14,793 ",823,$0 ,0,"$8,763 ",522,71.00%,"$14,508 ",806,$16.90 ,116,30,116
203A,ACCESSORIES,NIKON,STOP STORE,"7,750","$368,737 ","$208,636 ","$104,594 ","2,726","$741,959 ","20,599",$0 ,0,"$189,303 ","4,992",33.20%,"$743,831 ","20,646",$26.90 ,87,30,87
203A,ACCESSORIES,NIKON,STOP STORE,398,"$37,660 ","$20,473 ","$49,133 ",948,$810 ,16,$0 ,0,"$22,388 ",429,41.90%,$150 ,3,$51.40 ,54,30,54
203A,ACCESSORIES,NIKON,STOP STORE,"5,205","$350,943 ","$79,187 ","$18,879 ","1,389","$148,774 ","9,525",$0 ,0,"$44,669 ","2,943",47.70%,"$148,256 ","9,524",$15.20 ,35,20,35
203A,ACCESSORIES,NIKON,STOP STORE,"2,423","$335,493 ","$71,454 ","$51,469 ","1,748","$71,656 ","2,429",$0 ,0,"$31,213 ","1,060",58.40%,"$70,889 ","2,403",$29.50 ,248,30,248
203A,ACCESSORIES,NIKON,STOP STORE,70,"$4,608 ","$2,142 ",$265 ,6,"$8,518 ",250,$0 ,0,"$1,303 ",38,28.10%,"$8,307 ",243,$30.60 ,24,30,24
203A,ACCESSORIES,NIKON,STOP STORE,"4,545","$537,927 ","$273,535 ","$245,547 ","4,285","$152,913 ","2,218",$0 ,0,"$106,452 ","1,734",70.00%,"$152,344 ","2,210",$60.20 ,147,30,147
203A,ACCESSORIES,NIKON,STOP STORE,23,"$4,306 ","$2,560 ","$19,694 ",155,"$2,310 ",21,$0 ,0,"$14,098 ",111,13.10%,"$2,310 ",21,$111.30 ,23,15,23
203A,ACCESSORIES,NIKON,STOP STORE,74,"$44,665 ","$26,905 ","$61,099 ",134,"$23,919 ",79,$0 ,0,"$32,339 ",74,30.20%,"$59,703 ",111,$363.60 ,28,30,28
203A,ACCESSORIES,NIKON,STOP STORE,140,"$4,927 ","$3,080 ","$6,716 ",305,$0 ,0,$0 ,0,"$2,511 ",114,45.90%,$0 ,0,$22.00 ,24,26,24
203A,ACCESSORIES,NIKON,STOP STORE,38,"$3,837 ",$950 ,"$1,525 ",61,$0 ,0,$0 ,0,$646 ,26,62.30%,$0 ,0,$25.00 ,13,20,13
203A,ACCESSORIES,NIKON,STOP STORE,2,$300 ,$30 ,$985 ,65,$0 ,0,$0 ,0,$671 ,44,3.10%,$0 ,0,$15.00 ,2,13,2
203A,ACCESSORIES,NIKON,STOP STORE,4,$249 ,$115 ,"$1,246 ",45,($79),-3,$0 ,0,$752 ,26,8.90%,$0 ,0,$28.80 ,4,13,4
203A,ACCESSORIES,NIKON,STOP STORE,7,$468 ,$245 ,"$1,715 ",49,$0 ,0,$0 ,0,"$1,365 ",39,14.30%,$0 ,0,$35.00 ,7,13,7
203A,ACCESSORIES,NIKON,STOP STORE,46,"$3,779 ","$2,370 ","$17,081 ",315,$90 ,2,$0 ,0,"$10,585 ",194,14.60%,$0 ,0,$51.50 ,40,17,40
203A,ACCESSORIES,NIKON,STOP STORE,3,$289 ,$172 ,"$12,150 ",255,$0 ,0,$0 ,0,"$10,331 ",216,1.20%,$0 ,0,$57.40 ,43,13,43
203A,ACCESSORIES,NIKON,STOP STORE,"3,808","$355,365 ","$90,298 ","$55,891 ","2,473","$411,072 ","17,420",$0 ,0,"$142,950 ","6,126",19.20%,"$410,506 ","17,404",$23.70 ,23,20,23
203A,ACCESSORIES,NIKON,STOP STORE,"1,153","$65,393 ","$34,590 ","$42,990 ","1,433","$20,850 ",695,$0 ,0,"$22,399 ",747,54.40%,"$20,550 ",685,$30.00 ,93,30,93
203A,ACCESSORIES,NIKON,STOP STORE,53,"$3,336 ","$1,955 ","$15,901 ",192,"$1,785 ",51,$0 ,0,"$6,715 ",81,21.80%,"$1,785 ",51,$36.90 ,16,27,16
203A,ACCESSORIES,NIKON,STOP STORE,"1,166","$330,235 ","$58,947 ","$115,209 ","2,072","$61,733 ","1,280",$0 ,0,"$55,996 ","1,055",35.90%,"$57,804 ","1,176",$50.60 ,636,30,636
203A,ACCESSORIES,NIKON,STOP STORE,25,"$4,655 ","$2,647 ","$1,167 ",9,"$4,302 ",36,$0 ,0,"$1,103 ",8,56.80%,"$4,214 ",35,$105.90 ,19,15,19
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,303,"$393,402 ","$119,439 ","$41,618 ",106,"$237,189 ",623,$475 ,1,"$72,490 ",198,47.10%,"$207,188 ",537,$394.20 ,89,30,89
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"5,393","$455,350 ","$230,935 ","$202,186 ","5,875","$518,187 ","12,142",$0 ,0,"$196,290 ","5,082",29.40%,"$527,571 ","12,477",$42.80 ,77,29,77
203A,ACCESSORIES,GREENWICH,STOP STORE,899,"$83,473 ","$44,950 ","$62,200 ","1,244","$31,185 ",624,$0 ,0,"$36,480 ",730,48.40%,"$30,750 ",615,$50.00 ,29,30,29
203A,ACCESSORIES,GREENWICH,STOP STORE,12,"$3,684 ","$1,003 ","$17,771 ",198,$990 ,12,$0 ,0,"$13,868 ",155,5.70%,$990 ,12,$83.60 ,21,14,21
203A,ACCESSORIES,GREENWICH,STOP STORE,"6,646","$554,530 ","$294,701 ","$105,252 ","2,321","$426,655 ","9,123",$150 ,3,"$108,118 ","2,356",63.40%,"$380,409 ","8,168",$44.30 ,463,30,463
203A,ACCESSORIES,GREENWICH,STOP STORE,31,"$2,589 ","$1,638 ","$7,431 ",184869,"$6,524 ",126,$0 ,0,"$4,282 ",83,25.80%,"$6,195 ",120,$52.80 ,12,7,12
203A,ACCESSORIES,GREENWICH,STOP STORE,28,"$2,550 ","$1,402 ","$7,431 ",148,$250 ,5,$0 ,0,"$2,596 ",52,18.90%,$0 ,0,$50.10 ,19,29,19
203A,ACCESSORIES,GREENWICH,STOP STORE,432,"$45,603 ","$25,819 ","$88,579 ","1,487","$20,820 ",347,$0 ,0,"$31,926 ",535,23.70%,"$20,340 ",339,$59.80 ,147,29,147
203A,ACCESSORIES,GREENWICH,STOP STORE,29,"$4,580 ","$2,422 ",$457 ,7,"$2,839 ",34,$0 ,0,"$1,038 ",13,70.70%,"$2,839 ",34,$83.50 ,5,30,5
203A,ACCESSORIES,GREENWICH,STOP STORE,6,"$3,283 ","$2,204 ","$10,613 ",20,$0 ,0,$0 ,0,"$8,423 ",18,30.00%,$0 ,0,$367.40 ,14,13,14
203A,ACCESSORIES,GREENWICH,STOP STORE,"2,606","$2,604,253 ","$1,600,245 ","$2,795,990 ","3,684","$1,622,717 ","2,673","$6,262 ",11,"$1,810,814 ","2,600",25.00%,"$4,262,180 ","6,752",$614.10 ,"2,487",30,"2,487"
203A,ACCESSORIES,GREENWICH,STOP STORE,"1,517","$555,865 ","$310,667 ","$50,401 ",174,"$344,611 ","1,695",$0 ,0,"$146,612 ",676,40.40%,"$781,759 ","3,581",$204.80 ,718,30,63
203A,ACCESSORIES,GREENWICH,STOP STORE,101,"$3,392 ",$524 ,$42 ,13,$720 ,168,$0 ,0,$244 ,85,55.80%,$720 ,168,$5.20 ,18,30,23
203A,ACCESSORIES,GREENWICH,STOP STORE,"3,536","$84,758 ","$40,121 ","$22,614 ","1,134","$77,328 ","6,877",$0 ,0,"$23,187 ","1,729",44.20%,"$77,168 ","6,861",$11.30 ,203,30,179
203A,ACCESSORIES,GREENWICH,STOP STORE,686,"$67,404 ","$34,482 ","$120,922 ","2,403",$262 ,5,$0 ,0,"$48,265 ",960,28.50%,$0 ,0,$50.30 ,81,30,111
203A,ACCESSORIES,GREENWICH,STOP STORE,"1,114","$468,027 ","$340,114 ","$186,283 ",492,"$333,372 ","1,118",$0 ,0,"$127,828 ",331,73.70%,"$299,291 ","1,020",$305.30 ,78,30,1
203A,ACCESSORIES,GREENWICH,STOP STORE,570,"$25,390 ","$14,250 ","$2,775 ",111,"$15,975 ",639,$0 ,0,"$1,117 ",45,79.90%,"$15,050 ",602,$25.00 ,124,30,27
203A,ACCESSORIES,GREENWICH,STOP STORE,8,$420 ,$200 ,"$2,751 ",49,$0 ,0,$0 ,0,"$1,111 ",22,16.30%,$0 ,0,$25.00 ,7,19,718
203A,ACCESSORIES,GREENWICH,STOP STORE,"3,561","$397,738 ","$120,900 ","$195,246 ","3,388","$145,058 ","4,897",$90 ,1,"$105,847 ","2,492",49.40%,"$99,198 ","3,827",$34.00 ,589,30,18
203A,ACCESSORIES,GREENWICH,STOP STORE,159,"$23,369 ","$11,137 ","$17,780 ",254,"$7,640 ",104,$0 ,0,"$5,880 ",84,44.30%,"$7,718 ",105,$70.00 ,24,30,203
203A,ACCESSORIES,GREENWICH,STOP STORE,210,"$6,463 ","$2,932 ","$1,957 ",29,"$5,289 ",313,$0 ,0,"$1,273 ",21,65.20%,"$5,139 ",293,$14.00 ,23,20,81
203A,ACCESSORIES,JAX AND BONES,STOP STORE,190,"$7,603 ","$3,804 ","$5,097 ",87,"$8,918 ",407,$0 ,0,"$2,695 ",79,39.10%,"$8,741 ",399,$20.00 ,45,28,78
203A,ACCESSORIES,SCARPE DI BIANCO,STOP STORE,"3,415","$385,262 ","$88,787 ","$53,627 ","2,100","$137,245 ","5,182",$0 ,0,"$46,297 ","1,766",47.30%,"$135,786 ","5,124",$26.00 ,227,30,124
203A,ACCESSORIES,PARKER,STOP STORE,"4,284","$487,739 ","$271,842 ","$201,830 ","3,094","$417,913 ","6,625",$0 ,0,"$174,705 ","2,729",46.40%,"$385,758 ","6,129",$63.50 ,183,30,7
203A,ACCESSORIES,BEACH LUNCH LOUNGE,STOP STORE,"8,280","$3,077,970 ","$713,038 ","$440,863 ","5,221","$1,068,471 ","11,661","$14,945 ",192,"$360,282 ","3,986",49.10%,"$1,062,502 ","11,640",$86.10 ,775,30,589
203A,ACCESSORIES,GIGLIO USA LLC,STOP STORE,"2,553","$3,609,833 ","$1,029,071 ","$1,716,938 ","3,405","$1,024,608 ","2,614","$16,068 ",19,"$1,059,615 ","2,150",35.90%,"$1,940,379 ","3,713",$403.10 ,"1,246",30,24
203A,ACCESSORIES,SILKPRO USA,STOP STORE,67,"$3,897 ",$803 ,"$3,122 ",214,($41),-2,$0 ,0,"$1,768 ",126,31.30%,$0 ,0,$12.00 ,15,15,23
203A,ACCESSORIES,RICK SHATZ CONSG,STOP STORE,173,"$34,332 ","$9,027 ","$39,480 ",736,$246 ,5,$0 ,0,"$16,872 ",314,23.50%,$0 ,0,$52.20 ,108,26,45
203A,ACCESSORIES,NEIL BARRETT,STOP STORE,52,"$4,797 ","$2,248 ","$6,082 ",136,$0 ,0,$0 ,0,"$4,324 ",97,38.20%,$0 ,0,$43.20 ,9,14,227
203A,ACCESSORIES,YSL BEAUTY,STOP STORE,141,"$35,768 ","$7,360 ","$19,478 ",303,"$12,363 ",247,$0 ,0,"$11,406 ",196,25.50%,"$12,513 ",250,$52.20 ,35,30,183
203A,ACCESSORIES,OLIVER PEOPLES,STOP STORE,428,"$64,782 ","$39,101 ","$56,463 ",627,"$37,297 ",408,$0 ,0,"$28,816 ",318,35.60%,"$54,250 ",576,$91.40 ,87,30,775
203A,ACCESSORIES,JFU,STOP STORE,227,"$39,909 ","$25,368 ","$19,411 ",179,"$37,520 ",290,$0 ,0,"$13,453 ",107,50.90%,"$35,670 ",267,$111.80 ,48,30,"1,246"
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"4,554","$2,452,232 ","$1,514,702 ","$2,371,332 ","4,700","$1,583,910 ","4,936","$18,535 ",25,"$1,517,368 ","3,191",34.30%,"$3,368,782 ","8,560",$332.60 ,"2,171",30,15
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"1,312","$3,540,795 ","$962,325 ","$1,384,926 ","1,718","$1,044,951 ","1,462","$8,050 ",20,"$896,430 ","1,121",32.60%,"$1,921,852 ","2,311",$733.50 ,905,30,108
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,4,$340 ,$108 ,"$3,144 ",116,$0 ,0,$0 ,0,"$2,660 ",98,3.40%,$0 ,0,$27.10 ,1,13,9
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,681,"$59,245 ","$23,835 ",2608,54427,"$53,585 ","1,531",$0 ,0,"$16,510 ",472,44.60%,"$53,410 ","1,526",$35.00 ,24,28,35
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,1,$343 ,$61 ,$258 ,4,$0 ,0,$0 ,0,$254 ,4,25.00%,$0 ,0,$60.80 ,4,13,87
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,647,"$37,230 ","$16,783 ","$23,526 ",523,"$30,097 ","1,327",$0 ,0,"$15,335 ",457,35.30%,"$29,674 ","1,312",$25.90 ,110,30,48
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,46,"$2,687 ","$1,590 ","$73,430 ","2,328",$0 ,0,$0 ,0,"$12,993 ",411,2.00%,$0 ,0,$34.60 ,34,18,"2,171"
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,857,"$80,333 ","$41,292 ","$47,407 ",985,$144 ,3,$0 ,0,"$12,771 ",265,87.00%,$0 ,0,$48.20 ,47,30,905
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,23,"$2,403 ","$1,296 ","$3,325 ",59,$0 ,0,$0 ,0,"$2,371 ",42,39.00%,$0 ,0,$56.40 ,6,13,1
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"4,472","$493,924 ","$316,325 ","$161,039 ","2,063","$699,120 ","9,851",$0 ,0,"$157,380 ","2,088",38.00%,"$691,319 ","9,691",$70.70 ,328,30,24
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,789,"$327,259 ","$77,729 ","$76,507 ",775,"$86,339 ",866,$0 ,0,"$52,830 ",558,37.90%,"$122,612 ","1,309",$98.50 ,81,30,4
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,624,"$29,303 ","$14,664 ","$27,730 ","1,180",$329 ,14,$0 ,0,"$10,860 ",462,52.90%,$0 ,0,$23.50 ,18,30,110
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"1,308","$86,376 ","$45,232 ","$34,304 ",980,"$59,025 ","1,707",$0 ,0,"$31,157 ",899,48.70%,"$58,861 ","1,704",$34.60 ,121,30,34
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"1,190","$468,935 ","$291,770 ","$322,439 ","1,019","$1,064,119 ","8,079","$16,346 ",67,"$310,737 ","1,602",13.60%,"$1,035,361 ","7,763",$245.20 ,263,30,47
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,256,"$324,973 ","$75,674 ","$118,881 ",343,"$117,806 ",400,$0 ,0,"$69,256 ",217,34.70%,"$125,480 ",394,$295.60 ,300,30,6
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"4,835","$326,700 ","$56,697 ","$18,116 ","1,829","$159,311 ","13,770",$0 ,0,"$50,003 ","4,448",30.90%,"$158,924 ","13,793",$11.70 ,145,30,328
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"3,058","$358,929 ","$195,016 ","$193,740 ","3,079","$161,665 ","2,469",$0 ,0,"$103,030 ","1,607",55.10%,"$162,621 ","2,473",$63.80 ,318,30,81
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,"3,893","$257,080 ","$143,795 ","$219,667 ","5,909","$27,395 ",718,$626 ,16,"$86,481 ","2,321",59.00%,"$26,498 ",693,$36.90 ,143,30,18
203A,ACCESSORIES,THREE DEGREE NORTH,STOP STORE,304,"$52,595 ","$33,682 ","$45,044 ",404,"$11,897 ",104,$0 ,0,"$21,668 ",193,64.30%,"$7,736 ",69,$110.80 ,32,30,121
203A,ACCESSORIES,PUMA,STOP STORE,"2,854","$3,470,383 ","$1,061,821 ","$692,106 ","1,799","$1,365,207 ","3,664",$539 ,1,"$436,393 ","1,085",54.00%,"$1,308,791 ","3,488",$372.00 ,405,30,263
203A,ACCESSORIES,VITAMIN SEA BEAUTY,STOP STORE,"3,911","$203,549 ","$95,923 ","$113,121 ","2,960","$109,093 ","4,500",$25 ,1,"$50,242 ","1,398",55.50%,"$97,853 ","4,081",$24.50 ,829,30,300
203A,ACCESSORIES,ZANZARA,STOP STORE,"2,324","$332,442 ","$67,233 ","$26,967 ",842,"$134,807 ","4,675",$0 ,0,"$31,884 ","1,100",43.40%,"$130,513 ","4,507",$28.90 ,63,30,145
203A,ACCESSORIES,COTTON CITIZEN,STOP STORE,159,"$9,345 ","$3,975 ","$7,506 ",297,($25),-1,$0 ,0,"$2,966 ",118,53.50%,$0 ,0,$25.00 ,20,30,318
203A,ACCESSORIES,SUPERMANN,STOP STORE,"2,358","$259,497 ","$126,476 ","$81,677 ","1,366","$272,769 ","5,407",$0 ,0,"$95,448 ","1,795",34.50%,"$276,490 ","5,477",$53.60 ,172,30,143
203A,ACCESSORIES,SUPERMANN,STOP STORE,720,"$35,538 ","$5,024 ","$9,137 ",720,"$5,566 ",780,$0 ,0,"$3,532 ",280,49.10%,"$5,304 ",747,$7.00 ,178,30,32
203A,ACCESSORIES,SUPERMANN,STOP STORE,"6,094","$383,537 ","$83,911 ","$66,063 ","3,177","$245,113 ","16,855",$0 ,0,"$109,285 ","6,254",30.40%,"$244,711 ","16,858",$13.80 ,243,30,405
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,922","$330,453 ","$63,279 ","$1,726 ",101898,"$201,563 ","5,901",$0 ,0,"$91,626 ","2,136",32.40%,"$202,156 ","5,931",$32.90 ,14,16,829
203A,ACCESSORIES,SUPERMANN,STOP STORE,342,"$67,738 ","$33,491 ","$139,668 ","1,264","$22,069 ",306,$0 ,0,"$57,779 ",570,21.90%,"$21,326 ",298,$97.90 ,199,30,63
203A,ACCESSORIES,SUPERMANN,STOP STORE,283,"$330,424 ","$48,128 ","$3,889 ",27,"$142,062 ",825,$0 ,0,"$17,293 ",102,40.10%,"$117,371 ",678,$170.10 ,46,26,20
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,678","$92,983 ","$48,288 ","$168,178 ","5,446","$62,198 ","2,685",$0 ,0,"$66,754 ","2,248",20.70%,"$61,289 ","2,653",$28.80 ,160,30,172
203A,ACCESSORIES,SUPERMANN,STOP STORE,"8,992","$220,653 ","$95,446 ","$56,563 ","4,261","$225,887 ","21,789",$0 ,0,"$79,906 ","7,284",34.50%,"$225,167 ","21,833",$10.60 ,316,30,178
203A,ACCESSORIES,SUPERMANN,STOP STORE,"2,207","$343,850 ","$64,857 ","$131,258 ","4,429","$42,062 ","1,463",$0 ,0,"$56,315 ","1,906",37.80%,"$40,568 ","1,407",$29.40 ,185,30,243
203A,ACCESSORIES,SUPERMANN,STOP STORE,85,"$9,097 ","$4,562 ","$289,797 ","4,901",$140 ,2,$0 ,0,"$131,691 ","2,221",1.70%,$0 ,0,$53.70 ,92,26,14
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,999","$623,638 ","$414,077 ","$313,209 ",965,"$580,105 ","3,202","$27,472 ",29,"$253,590 ",870,48.30%,"$819,840 ","3,172",$207.10 ,661,30,199
203A,ACCESSORIES,SUPERMANN,STOP STORE,"3,986","$225,379 ","$116,819 ","$67,925 ","2,020","$350,835 ","12,314",$0 ,0,"$114,614 ","3,891",27.80%,"$350,228 ","12,315",$29.30 ,159,30,46
203A,ACCESSORIES,SUPERMANN,STOP STORE,"3,309","$3,236,589 ","$596,648 ","$113,385 ",401,"$1,389,381 ","6,612","$1,323 ",4,"$543,963 ","2,260",47.70%,"$1,369,492 ","6,531",$180.30 ,60,30,160
203A,ACCESSORIES,SUPERMANN,STOP STORE,28,$898 ,$354 ,$454 ,47,$304 ,19,$0 ,0,$237 ,25,45.20%,$240 ,15,$12.60 ,8,26,316
203A,ACCESSORIES,SUPERMANN,STOP STORE,8,$262 ,$203 ,"$1,884 ",74,($26),-1,$0 ,0,"$1,593 ",63,10.80%,$0 ,0,$25.40 ,2,13,185
203A,ACCESSORIES,SUPERMANN,STOP STORE,"32,389","$2,358,043 ","$1,049,948 ","$412,869 ","10,918","$2,579,861 ","76,884","$10,813 ",434,"$827,619 ","24,967",36.70%,"$2,573,745 ","77,230",$32.40 ,717,30,92
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,975","$253,334 ","$128,461 ","$163,277 ","2,485","$101,496 ","1,580",$0 ,0,"$90,110 ","1,382",49.00%,"$98,737 ","1,544",$65.00 ,259,30,661
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,928","$638,489 ","$351,873 ","$50,661 ",282,"$634,285 ","3,541",$0 ,0,"$157,139 ",943,50.90%,"$625,301 ","3,503",$182.50 ,46,30,159
203A,ACCESSORIES,SUPERMANN,STOP STORE,42,"$4,894 ","$2,848 ","$55,830 ",821,$70 ,1,$0 ,0,"$24,789 ",365,5.10%,$0 ,0,$67.80 ,22,26,60
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,092","$350,076 ","$75,066 ","$66,116 ",914,"$179,260 ","2,625",$0 ,0,"$69,673 ","1,003",30.60%,"$180,980 ","2,654",$68.70 ,143,30,8
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,312","$36,629 ","$15,687 ","$24,999 ","2,096",$36 ,3,$0 ,0,"$8,549 ",716,62.60%,$0 ,0,$12.00 ,53,30,2
203A,ACCESSORIES,SUPERMANN,STOP STORE,"4,532","$333,064 ","$150,830 ","$281,335 ","8,292","$529,091 ","15,946",$0 ,0,"$269,344 ","8,058",18.60%,"$529,454 ","16,039",$33.30 ,241,30,717
203A,ACCESSORIES,SUPERMANN,STOP STORE,744,"$89,344 ","$41,218 ","$63,068 ",914,"$69,189 ","1,256",$0 ,0,"$37,071 ",591,33.40%,"$72,265 ","1,312",$55.40 ,106,30,259
203A,ACCESSORIES,SUPERMANN,STOP STORE,"3,056","$465,503 ","$251,848 ","$573,491 ","7,304","$402,080 ","4,582",$0 ,0,"$341,585 ","4,173",25.60%,"$405,540 ","4,622",$82.40 ,466,30,46
203A,ACCESSORIES,SUPERMANN,STOP STORE,"1,557","$482,773 ","$245,645 ","$243,810 ","1,447","$842,861 ","6,806","$21,131 ",231,"$377,866 ","3,009",18.30%,"$853,454 ","7,064",$157.80 ,268,30,22
203A,ACCESSORIES,SUPERMANN,STOP STORE,"7,027","$209,374 ","$78,953 ","$253,782 ","22,910","$47,461 ","3,893",$220 ,10,"$74,059 ","6,697",26.20%,"$48,029 ","3,951",$11.20 ,310,30,143
203A,ACCESSORIES,SUPERMANN,STOP STORE,"4,500","$583,570 ","$310,852 ","$42,704 ",753,"$484,601 ","6,820",$0 ,0,"$145,296 ","2,035",60.40%,"$477,193 ","6,696",$69.10 ,116,30,53
203A,ACCESSORIES,SUPERMANN,STOP STORE,"3,586","$473,367 ","$229,882 ","$196,308 ","2,623","$436,892 ","6,912",$0 ,0,"$158,399 ","2,317",37.70%,"$434,525 ","6,880",$64.10 ,252,30,241
203A,ACCESSORIES,SUPERMANN,STOP STORE,"15,636","$2,327,344 ","$1,094,003 ","$1,222,905 ","17,486","$986,572 ","14,068",$0 ,0,"$673,282 ","9,623",47.40%,"$1,086,785 ","15,505",$70.00 ,495,30,106
203A,ACCESSORIES,SUPERMANN,STOP STORE,"4,694","$263,596 ","$107,142 ","$68,028 ","2,822","$183,044 ","8,133",$0 ,0,"$72,193 ","3,135",43.10%,"$181,283 ","8,057",$22.80 ,169,30,466
203A,ACCESSORIES,SUPERMANN,STOP STORE,"11,552","$784,728 ","$408,337 ","$493,229 ","16,165","$473,965 ","14,742",$261 ,9,"$276,068 ","9,194",38.70%,"$431,831 ","13,711",$35.30 ,"3,110",30,268
